;struct;abs_ads [mol/uc];abs_ads [mol/sc];abs_ads [mg/g];abs_ads [mg/cm3];abs_ads [mol/kg];abs_ads [cm3STP/g];abs_ads [cm3STP/cm3];q_st [kjmol]
0;hcb_18-08-01_01-01-01;20.0025;320.04;172.59032435615774;95.29410340874949;10.758345313086;241.137290938068;133.14165799317072;11.31147413664077
1;cla_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None;1412.92;1412.92;627.42103407802;73.55918299178475;39.110026445404;876.611183191856;102.77437149012802;6.862096523999478
2;sig_2_None_4_29-02-06;2943.72;2943.72;623.1942041471641;74.47094791554133;38.84654870319601;870.7056008779441;104.048258185404;7.454978001186305
3;reo-t_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None;3044.82;3044.82;769.935750056538;65.38182374966993;47.993621441916005;1075.7278639403041;91.34924517739199;5.966029179177714
4;tdc_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None;1593.62;1593.62;967.138951964682;59.83503737118504;60.286199980019994;1351.2534246934663;83.59946520634801;5.096126797422584
5;ths-c3_33-11-02_02-01-02_02-01-02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.477712651973833
6;dtd_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None;1647.72;1647.72;937.47305310714;60.753600342909756;58.43698858144799;1309.805246594664;84.88284992823601;5.816465943652733
7;ctn_33-11-02_30-01-02_None;15.4575;123.66;86.30286891188399;86.10471371554092;5.379653052139499;120.57941305373848;120.30255739911374;28.90929076652391
8;tdd_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None_None_None;2704.8;2704.8;1172.49561082248;56.61076074568688;73.08702101064;1638.1707161248798;79.09461631680001;5.40892780817288
9;odi_2_02-05-09_4_29-03-09;4903.1;4903.1;852.2619333790399;58.981442580538825;53.12538955034;1190.7511883377501;82.40685180457999;5.9849872842427185
10;abr_29-02-04_29-02-04_29-02-04_02-03-04_02-03-04_02-03-04;433.56;433.56;674.387525799612;65.38767231792791;42.037662922152;942.2311570392001;91.35741659985601;5.946955005722262
11;cbd_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None;763.58;763.58;631.91290125776;73.31551105913009;39.390025051856;882.887066163154;102.43392140659;6.957323915681375
12;ulg_29-03-12_07-12-12_06-12-12_06-12-12;4222.06;4222.06;910.657103451156;58.95844377475561;56.7654278176;1272.338920010008;82.37471864388401;5.878571428029941
13;odk_2_01-02-06_4_29-02-06;4680.58;4680.58;1030.157331538728;58.309652631451144;64.214424419748;1439.300546714534;81.468249889388;5.748241802412214
14;epp-a_36-11-11_36-11-11_36-11-11_36-11-11_02-07-11_02-07-11_02-07-11_02-07-11_02-07-11_02-07-11_02-07-11;3770.3;3770.3;701.0763024931299;55.28131944476724;43.70129657505;979.5198020957499;77.23716646757;5.505470326018654
15;abr_29-02-08_29-02-08_29-02-08_06-10-08_07-10-08_06-10-08;406.46;406.46;684.176789350174;71.08030324899916;42.647872526338006;955.9083808588139;99.310965597414;6.874521766924914
16;fvr_29-02-06_29-02-06_None_None_None_None_None;958.98;958.98;646.652772514386;71.89595502394992;40.308828684234;903.4811095547822;100.45056632938798;7.19500069962814
17;odh_2_01-02-04_4_29-03-04;3449.44;3449.44;818.905711334848;63.8958211608352;51.04614322406399;1144.147016777584;89.27305323900802;6.014110996247517
18;sln_35-11-03_35-11-03_29-01-03_None_None_None;86.87;173.74;399.5727866440659;133.09524690564373;24.90720167710601;558.269414368498;185.95612120960695;11.555699104621556
19;odg_29-02-08_06-10-08;3485.68;3485.68;724.385635236736;69.18690558512002;45.154273935232;1012.0868036642;96.66557524456803;6.57440422164855
20;abr_29-02-08_29-02-08_29-02-08_07-10-08_06-10-08_07-10-08;412.8;412.8;703.1272094927999;71.54823151576244;43.82913903072;982.3852589366402;99.96473894783999;7.080276119801045
21;odg_29-02-04_02-03-04;3679.46;3679.46;673.3261494059001;64.62970357151708;41.971502346364;940.7482384740141;90.29840864141201;6.264362139108548
22;oku-a_16-02-06_16-02-06_01-02-06_01-02-06_01-02-06_02-02-06;1726.82;1726.82;725.1556310618402;64.13021349237866;45.202271404222;1013.1626150699319;89.60053817935601;5.891117516769562
23;lcs-b_30-02-04_30-03-04_None;53.4725;427.78;191.905326488386;125.68571749760217;11.962337851692;268.1235504843912;175.60378045408103;20.0214973854478
24;sln_12-02-06_11-02-06_29-02-06_None_None_None;142.64;285.28;573.690076597976;79.77157709795245;35.76072975768799;801.540129348792;111.45411579126402;7.115772801783661
25;unp_29-03-12_08-12-12_09-12-12_08-12-12;958.76;958.76;802.249479187024;64.81247376016643;50.00788402992799;1120.875499844936;90.55376887963999;6.294337236873572
26;nof-c_33-11-02_33-11-02_02-01-02_01-01-02_01-01-02;78.595;314.38;370.72588553891;142.88119913350855;23.109042224906005;517.9655119863951;199.628718547225;14.214277062044056
27;sdt_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01;1761.84;1761.84;722.646746868168;69.353089803566;45.04588119863999;1009.657288151352;96.89776212160801;6.314891314325048
28;msd_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None_None_None_None_None;1736.26;1736.26;632.2227420298419;73.07576838978588;39.409338830075995;883.3199650796961;102.09896115883599;6.505528826560454
29;twt-b_12-02-04_12-03-04_None_None;2.66125;85.16;43.48683227309438;56.99745032835302;2.710733408377125;60.75831287162613;79.63488575546737;24.11920171728161
30;bzd_29-03-12_29-03-12_29-03-12_29-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;2269.96;2269.96;997.2713334811921;57.696511240707714;62.164489425192;1393.3533560833039;80.61158971742802;5.616642823015591
31;bzd_30-01-01_30-01-01_30-01-01_30-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;1497.54;2995.08;541.493340528624;74.74825075855895;33.753759700848;756.55595231271;104.43569625647399;7.787733863469695
32;odl_29-02-06_None;2824.08;2824.08;604.899781684128;76.51548934448144;37.706173482096;845.1452605130642;106.904821481808;6.625821069145841
33;abr_29-03-12_29-03-12_29-03-12_06-12-12_07-12-12_07-12-12;431.48;431.48;617.408297232944;71.48134296499842;38.48588664620001;862.621730121816;99.871284555532;6.928897365756394
34;cbd_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09;2401.56;2401.56;967.7056502426038;57.842612477827494;60.321524801832;1352.04519610944;80.815717373832;5.236305999249946
35;dtd_29-02-06_29-02-06_29-02-06_29-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;5343.34;5343.34;1585.4634188628302;51.90992465976468;98.82919568681001;2215.1551956308263;72.526769111682;4.553872332304209
36;bor_17-10-08_29-02-08_None;51.6525;413.22;462.9581045236897;117.18522630612934;28.858298820923252;646.8292099129162;163.72718525587726;10.22508265432675
37;dia-b3++_29-02-08_29-02-08_29-02-08_06-10-08_07-10-08;111.42;111.42;660.30707904318;72.80426653131514;41.159964181626;922.558439026026;101.71962805986;6.572664961594127
38;mep_29-03-12_29-03-12_29-03-12_06-12-12_06-12-12_06-12-12_06-12-12;1417.46;1417.46;649.814426644504;68.89870265359188;40.505909046856004;907.8984643657719;96.26290794896599;6.636638746788664
39;ths-b_16-01-03_35-11-03_None_None;43.8511114;394.6600025999999;410.0384055261912;127.33050781608246;25.559571633736937;572.891618681057;177.90182516348952;11.691035923861826
40;hcb_12-02-08_09-10-08;7.78;124.48;43.65317590291;41.35282093873105;2.7211023685299995;60.99072249485601;57.776745313174;18.54015577170235
41;msd_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12_07-12-12;3212.9;3212.9;630.99999931297;69.62747341499475;39.33311956307;881.6115905591698;97.28112147519;6.621665246341797
42;xik_29-02-06_31-02-06_None_None_None;1026.32;1026.32;624.0061594068719;73.95267648332224;38.89716160376;871.8400373044401;103.32414712904;6.818328041871169
43;ths-b-c+_11-01-02_33-11-02_None_None;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.477712651973833
44;sql_25-10-08_02-02-08;5.5482543999999985;349.54002720000005;45.849119151419664;61.563636446837165;2.8579855676364265;64.05881920301935;86.01460463403998;23.232494515271537
45;rra_28-02-06_16-02-06_16-02-06_None_None_None;2441.56;2441.56;949.969038279712;59.95860316873001;59.215920597372;1327.2642089452243;83.772107087108;6.001408261969139
46;msd_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;3027.9;3027.9;748.8085668785699;68.48598651413495;46.67666723912999;1046.20968728793;95.68627510932001;5.622486978413647
47;odi_2_06-08-01_4_29-01-01;2918.7;2918.7;704.2066517504701;70.25003765982811;43.89642551034;983.89341858852;98.15094693765;6.712176067629604
48;msd_29-02-05_29-02-05_29-02-05_29-02-05_29-02-05_29-02-05_29-02-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05_02-04-05;5194.58;5194.58;916.9805365211062;56.92156276435399;57.159596309794004;1281.17380416242;79.528858248562;5.523423442455532
49;tdd_29-03-12_29-03-12_29-03-12_29-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;4929.8;4929.8;1237.6173325533998;54.585993018125144;77.14635590042;1729.1565551211604;76.26568016008;5.498554930722222
50;mgg_31-02-06_29-02-06_01-02-06_02-02-06_01-02-06;903.92;903.92;994.812441387632;57.83929440108043;62.01121527855199;1389.91787638396;80.811081467136;5.44853177299686
51;lcs-b_29-02-04_29-03-04_None;279.88;279.88;484.01586297516405;97.12151610171765;30.170925347447998;676.2503889062441;135.6948564273;9.421004111225198
52;sod-b_30-03-04_29-02-04_None;89.4075;715.26;417.3603075289147;108.67942231361023;26.015979316236;583.121529420066;151.8431671933995;10.5196830746346
53;ths-c3_16-02-06_None_None;72.81;582.48;451.514265909588;120.76015693120388;28.144951954569002;630.8402704905781;168.72195590431204;10.908560737412248
54;bcv_29-02-08_29-02-08_06-10-08_06-10-08_07-10-08;4215.2;4215.2;853.9215109796799;63.58339081578882;53.22883828944;1193.06989312456;88.83653627376002;5.87329986870359
55;ntn_31-02-06_29-02-06_29-02-06_None_None_None_None_None;316.5;316.5;578.3683486520999;78.52902105885471;36.052347888;808.0764508480501;109.71805904264998;7.591281077566828
56;tfp-a_35-11-03_35-11-03_35-11-03_35-11-03_04-01-03_04-01-03_04-01-03_04-01-03_04-01-03_04-01-03_04-01-03;2687.94;2687.94;2459.729161612836;50.31945797492046;153.32618336495398;3436.649352657414;70.304623522938;4.566106829234443
57;dtd_29-02-08_29-02-08_29-02-08_29-02-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08_10-10-08;5459.16;5459.16;1611.9226820671802;53.59494184782354;100.47852297714;2252.1231722310717;74.881017428868;4.944740487705991
58;boe_17-10-08_17-10-08_02-02-08_01-02-08;104.26;104.26;501.00387286622396;98.71933654720922;31.229865795778;699.985454583766;137.92727643775598;8.656870548280974
59;tdc_29-05-09_29-05-09_29-05-09_01-03-09_01-03-09_01-03-09_01-03-09_01-03-09_01-03-09_01-03-09_01-03-09_01-03-09;5370.66;5370.66;1887.1849266614818;51.637644918663725;117.63687914015398;2636.710154022816;72.146349180378;5.056285403750832
60;bao_29-01-01_29-01-01_07-08-01_06-08-01_06-08-01;310.76;310.76;758.2527125731999;66.34442173777524;47.26536408520801;1059.404724112396;92.694154128356;6.297888758458564
61;cza_30-02-06_16-02-06_11-02-06_None_None;443.6;443.6;608.1726298762001;76.39669642335362;37.91018522068;849.7179719543201;106.73884808343999;7.25646116655786
62;odk_2_02-03-09_4_29-05-09;4902.48;4902.48;835.766584628976;60.59822470698494;52.097158723103995;1167.704451528912;84.66576439701599;5.428424993795622
63;med_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None;1487.34;1487.34;676.9796668406639;70.31090654122809;42.19924299847201;945.8528078035799;98.235990870444;7.747002909885349
64;nas-d_30-02-06_None;1320.82;1320.82;380.072342353438;116.67201274148705;23.691649646894003;531.024061350214;163.01014082807;10.896419717294233
65;iac-d_11-01-03_35-11-03_30-01-03_None_None;105.0;105.0;126.348481077;104.98108128973875;7.8758794485;176.529771033;146.675971764;19.65331696622105
66;mep_29-02-06_29-02-06_29-02-06_None_None_None_None;786.66;786.66;622.708207641744;74.36001751229824;38.816254373904;870.026583462876;103.89327005576399;6.771220848000071
67;odk_2_06-08-01_4_29-01-01;2894.64;2894.64;684.9707972414161;71.34943892818417;42.697366768056;957.0177417037442;99.686992773816;7.349054055131343
68;edi_29-01-01_29-01-01_06-08-01_07-08-01_06-08-01;166.7;166.7;806.6109358291801;65.36360403645678;50.279753589929996;1126.96917763244;91.32378922229;6.563449464653173
69;bzd_29-03-09_29-03-09_29-03-09_29-03-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09;4179.02;4179.02;1835.571315203342;52.176444900034255;114.41956626732198;2564.59738371644;72.899142067618;5.4742295357765
70;msd_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09_01-05-09;5396.46;5396.46;1137.750440545356;56.997412396796975;70.92119525784601;1589.6259543195963;79.63483277719199;5.512644464961429
71;ana-f_35-11-03_35-11-03_01-01-03_01-01-03_01-01-03;2833.22;2833.22;787.0995088769018;64.47927615967029;49.06351699748201;1099.708480217854;90.08823660972199;5.664742506619459
72;cbd_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;1329.28;1329.28;747.124658822528;68.43115125752813;46.571701517951986;1043.8569884304;95.609661149568;6.360868979367779
73;pcu-h_16-01-01_06-08-01_07-08-01;682.94;682.94;1227.474787081256;56.28790552394387;76.514124810848;1714.98573837978;78.643534052844;4.524286158037619
74;uny_29-04-05_02-02-05_01-02-05;304.08;1216.32;323.85639987456;108.2330102227969;20.187452542656;452.481071629608;151.21945550644799;10.142080117654283
75;eed_12-02-06_31-02-06_29-02-06_None_None;150.9;150.9;567.12052244328;81.20902864748491;35.35121935253999;792.36137324934;113.46247387089;7.719969652179472
76;upa_30-02-04_02-03-04_02-03-04_02-03-04;80.76;323.04;301.90681820606403;111.72545940368896;18.81923459604;421.81386777156;156.09898590451198;11.325986034818225
77;mgz-x-d_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_29-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;2958.4;2958.4;778.1063956510401;68.54200226938394;48.50293516176001;1087.1436103713602;95.76453840463999;5.942394066542149
78;zni_29-03-12_09-12-12_08-12-12_09-12-12;739.12;739.12;314.728744820976;108.71554589376285;19.61848396404;439.72822452796;151.893637810696;10.196892974726456
79;odh_2_07-08-01_4_29-01-01;3495.62;3495.62;694.8201342791458;69.57305031549772;43.311320811970006;970.778897884626;97.205083410286;6.9235958277699226
80;edi-c_29-01-01_29-01-01_06-08-01_06-08-01_07-08-01;226.62;226.62;539.1490063187521;88.92235638554718;33.607626661908;753.2805287826901;124.23927124722603;8.524459312052231
81;dia-b_30-02-04_29-03-04_None;53.6525;429.22;375.6802935917322;121.70104284237208;23.417873169438003;524.8876412584531;170.03652947963002;11.550430292346094
82;odg_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None_None_None_None_None_None_None_None_None_None;2023.86;2023.86;619.28257388169;74.62970952848885;38.602718880354;865.240405384944;104.27007451775398;6.856226320554763
83;fvd_29-03-12_29-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;3128.76;3128.76;777.2590417008961;66.19914101423159;48.4501157478;1085.959716486912;92.491172891568;6.736481996624486
84;dtd_28-02-08_28-02-08_28-02-08_28-02-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08;4099.06;4099.06;929.5770463742141;61.704492921915126;57.944794209456006;1298.773216817692;86.21140450582801;5.947609272420356
85;tfu_29-07-11_36-11-11_16-07-11_None_None_None;228.48;228.48;313.785934646016;130.87816926270364;19.559714332031998;438.4109624697601;182.85849624672;13.113537089224197
86;ukb_29-02-06_01-02-06_01-02-06_01-02-06;660.5;660.5;944.9091703498499;59.60293891092201;58.90051590030001;1320.19473497855;83.2751851803;6.175314026642707
87;ofp_12-02-06_29-02-06_28-02-06_None_None;141.45;282.9;534.6135462009901;84.92515541635527;33.32491065654;746.9437392283802;118.65451893618001;8.023886108368306
88;unl_29-03-12_08-12-12_08-12-12_08-12-12;1277.82;1277.82;564.339808722924;80.21177477479712;35.177884716816;788.4762552982259;112.06914491532599;7.829519193118029
89;icc-a_35-11-03_35-11-03_02-01-03_02-01-03_02-01-03_02-01-03;1797.3;1797.3;367.43666111388006;99.87211310024023;22.904009733959995;513.36992026206;139.53789636354003;8.660580500320842
90;unf_30-02-08_06-10-08_07-10-08_06-10-08;123.15;246.3;345.52295644348493;134.28062620502382;21.538028234235004;482.75284251661503;187.612292574225;12.538332531849209
91;dtc_29-05-09_29-05-09_29-05-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09;4107.7;4107.7;1632.4432956965002;53.33205721614251;101.75766675861;2280.79387034311;74.51372400624;4.807362634105738
92;dtd_29-01-01_29-01-01_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;3028.96;3028.96;1164.727690772624;57.63058927835773;72.602810894064;1627.3176442425759;80.51948581952;5.583125061711763
93;mgz-x-d_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_29-05-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09_02-03-09;3629.32;3629.32;946.278256991764;57.69231324478623;58.98585719744;1322.1075758554157;80.60572442194399;5.530219037750422
94;eed_33-11-02_31-01-02_29-01-02_None_None;63.635;254.54;388.14015061464505;130.50244578032667;24.194553115089494;542.2961268115104;182.33354826608348;11.594110134406069
95;fgl_25-12-12_29-03-12_None_None;675.36;675.36;537.87752163432;85.81364447143187;33.52836917001599;751.5040539373922;119.895885419184;8.048349353016592
96;itv_29-01-01_29-01-01_07-08-01_06-08-01;273.89;547.78;531.2203246314509;85.67551476267433;33.113395628995;742.2028462714011;119.70289532265298;7.438618596756432
97;jsc_29-02-06_29-02-06_29-02-06_None_None_None_None;486.82;486.82;633.090409561446;72.6372420216945;39.463424543478;884.5322404392439;101.48626713408;7.63645897522372
98;ths-b-c+_11-02-08_17-10-08_None_None;4.0624;101.56;29.818020002682715;43.05343294372908;1.85869374184992;41.66071644782272;60.15278217040143;21.3929931871406
99;ths-b-c+_34-11-10_16-06-10_None_None;8.37;133.92;52.39454498316;55.40995521683953;3.265991935236;73.203864030909;77.41689194850302;23.33653549381797
100;sln_11-02-06_12-02-06_29-02-06_None_None_None;146.61;293.22;562.578178548834;80.62253384807707;35.068074250437;786.014965928331;112.643043423966;7.439306382036953
101;sln_16-03-09_16-03-09_29-03-09_02-05-09_02-05-09_02-05-09;749.5;749.5;1113.1585815867502;54.392275769988686;69.38827221705;1555.2670507835498;75.99502507685001;4.7772089281663845
102;bbq_31-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;1350.8;1350.8;1114.9196965535198;58.060589974396244;69.49805065412;1557.72762042216;81.12026807016;5.267136561260593
103;ths-c3_11-02-06_None_None;24.735;197.88;317.62293683202154;159.0148960892633;19.7988922427625;443.77189053623255;222.170167446927;19.06822907493878
104;mog-c_31-03-12_29-03-12_07-12-12_06-12-12;254.06;254.06;426.269229363094;105.96744094515978;26.571313211027995;595.5687699362501;148.05407969817;9.422400311980256
105;mep_29-03-12_29-03-12_29-03-12_07-12-12_07-12-12_07-12-12_07-12-12;1453.94;1453.94;620.755824534028;70.575247461179;38.69455330320201;867.298780693704;98.605318953204;6.4902160034770855
106;odi_2_01-03-04_4_29-02-04;2936.36;2936.36;779.1109060673962;65.77162334866696;48.565550659556;1088.547077794232;91.893859834868;6.248168619659381
107;rho_29-03-12_07-12-12_06-12-12;1770.14;1770.14;750.0251118492222;63.00679822242345;46.752500101391995;1047.90940215404;88.03094084958198;6.404934709259463
108;bao_29-03-12_29-03-12_07-12-12_07-12-12_06-12-12;315.1;315.1;631.8632912713999;67.57446316954437;39.38693263094;882.81775277949;94.41272589294002;7.24058182505233
109;edi-c_29-02-06_29-02-06_03-02-06_04-02-06_03-02-06;511.42;511.42;940.581068646128;60.66038735804413;58.63072551481599;1314.147659487754;84.75261593871801;5.79058662745196
110;cem-a_12-01-01_12-01-01_12-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;54.3;217.2;30.366380179440004;31.499669001389396;1.89287554152;42.42686650577999;44.01025883892;14.196232435600335
111;cmd_29-02-06_29-02-06_29-02-06_29-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06_01-02-06;4263.02;4263.02;1742.4750475804183;51.946854112467825;108.61644938723398;2434.526466393814;72.57836567491199;5.299230347457875
112;mds_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;1510.48;1510.48;663.8008264226639;72.52379861058061;41.377745485800006;927.4397832800081;101.32776789164798;6.981077398064747
113;isq_29-01-01_29-01-01_09-08-01_08-08-01_08-08-01;533.54;533.54;760.785216105502;68.24744174760468;47.42322660884201;1062.943051313332;95.35298851741601;6.210200748197409
114;fud_29-04-05_29-04-05_02-02-05_02-02-05_02-02-05;1320.74;1320.74;1554.3032335413297;51.6776707508733;96.886838712522;2171.6192517816103;72.20227190426401;4.925240500238848
115;sdt_29-01-01_29-01-01_08-08-01_09-08-01_09-08-01;2646.6;2646.6;683.83452001656;72.12650862560331;42.62653738397999;955.4301740398801;100.7726879412;6.660892432974196
116;ths-c3_36-11-11_01-07-11_02-07-11;7.834443000000001;141.019974;69.02611598436997;66.9701298061343;4.302713921857693;96.44092549541911;93.56837201320178;26.994036108491844
117;tdd_29-01-01_29-01-01_29-01-01_29-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;5072.56;5072.56;1368.36178645932;54.86977849455357;85.296256494472;1911.8282291347518;76.662175522816;5.226911582649967
118;bao_29-02-08_29-02-08_09-10-08_08-10-08_08-10-08;443.76;443.76;774.2954503439761;68.10612636550358;48.265381381055995;1081.8190879385759;95.15554750454399;6.1102695654127315
119;dtd_30-02-08_30-02-08_30-02-08_30-02-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08_08-10-08;1872.94;1872.94;673.852093948394;73.19382101009876;42.004286969734004;941.48306999932;102.263900236312;6.776853583983696
120;fff_29-02-06_29-02-06_31-02-06_03-02-06_03-02-06;4255.42;4255.42;1252.6580064401;55.77566488856951;78.08391011928;1750.1708699814817;77.92784897390999;5.259223919016682
121;odh_2_06-12-12_4_29-03-12;3463.78;3463.78;640.739971337026;69.23047527422796;39.94025660551;895.219946155386;96.72644929265198;6.833293494279868
122;mtn_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;4089.98;4089.98;743.7235820140838;68.96048533026364;46.359696715108;1039.1051204365199;96.34922859432399;6.734308723406313
123;bzd_29-01-01_29-01-01_29-01-01_29-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;2291.32;2291.32;1081.676860222596;57.94923419488419;67.425872365396;1511.281867827452;80.964685585668;5.719539247979704
124;cal-d_29-05-09_29-05-09_29-05-09_29-05-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09_04-03-09;5526.98;5526.98;1292.047137519424;56.01840627451228;80.539215014874;1805.2040149926322;78.266998922644;5.80484414631514
125;zni_29-02-08_06-10-08_07-10-08_06-10-08;683.68;683.68;517.179897330736;95.6083850614052;32.23819147865599;722.5860420495198;133.580761558656;8.086723202806146
126;bor_14-02-04_29-03-04_None;103.38;103.38;651.1277424955259;71.51915303485279;40.58777410152;909.733384331658;99.924111489348;7.085626479785502
127;ctn_18-10-08_29-02-08_None;318.34;318.34;534.0729906777759;98.97009912389933;33.291215356959995;746.1884935682319;138.277633324688;8.39941011051962
128;ofp_36-11-11_28-07-11_29-07-11_None_None;56.1;224.4;352.88814767052;132.8982775336878;21.997134336540004;493.04323548017993;185.68092234747002;12.866998184199005
129;bby_29-01-01_29-01-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01_07-08-01;1559.82;1559.82;981.8044913735098;59.811965634170036;61.200370175934;1371.74361396573;83.56723015457999;5.659839298083277
130;abr_29-02-08_29-02-08_29-02-08_06-10-08_06-10-08_07-10-08;407.62;407.62;711.2520573161802;70.63175410977416;44.33559797731801;993.737018074038;98.68426809932399;6.601138680182034
131;ths-b-c_12-01-02_33-11-02_None_None;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.477712651973833
132;dme_30-03-04_12-03-04_01-02-04_01-02-04_01-02-04_01-02-04_01-02-04;157.4;157.4;572.16744842902;75.15335242578058;35.665817356459996;799.4127654090402;105.00169042718002;7.417271021581644
133;ucn_29-02-06_29-02-06_02-02-06_01-02-06_01-02-06;562.5;562.5;1261.6293085874997;55.43939132021881;78.64313259375;1762.7052661875005;77.4580190625;4.998600093839637
134;doh_29-02-06_29-02-06_29-02-06_29-02-06_None_None_None_None_None_None_None;598.52;598.52;640.9956823103079;73.59646422703361;39.956196389824;895.577216807728;102.826459550828;6.975198702284917
135;ast_29-02-05_29-02-05_03-04-05_04-04-05;3531.3;3531.3;1482.24662203125;53.59661244463146;92.39522006988001;2070.9442216607094;74.88335152398;4.837601062982902
136;odg_29-03-04_01-02-04;3619.26;3619.26;823.119665521788;63.968646232036605;51.308818326521994;1150.034609503314;89.37480195334798;5.990116555314754
137;ctn_36-11-11_30-07-11_None;15.4675;123.74;87.80313179245674;87.8219696111796;5.4731713081945;122.67552897476527;122.701848529995;31.677575308912914
138;ths-c3_16-03-12_07-12-12_06-12-12;38.055;608.88;129.00374047638897;105.95066840338859;8.041393929063;180.23960853400953;148.0306456729335;19.35417033503045
