;struct;abs_ads [mol/uc];abs_ads [mol/sc];abs_ads [mg/g];abs_ads [mg/cm3];abs_ads [mol/kg];abs_ads [cm3STP/g];abs_ads [cm3STP/cm3];q_st [kjmol]
1593;tfj_11-02-06_29-02-06_31-02-06_03-02-06_04-02-06;978.86;978.86;1703.406970925276;52.368847374600435;106.181157409212;2379.941887534526;73.16796020918801;4.695388355448834
1594;ood-a_11-03-12_11-03-12_11-03-12_30-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;3091.84;3091.84;863.4165962867202;59.841654784630975;53.820710414783996;1206.3361012588161;83.60871083116801;4.605176750242567
1595;cla_29-03-12_29-03-12_29-03-12_29-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;2544.52;2544.52;654.3775401944879;68.07308979341373;40.790348978059995;914.273890351536;95.109389932876;6.512169678449465
1596;upd_24-02-08_08-10-08_08-10-08_09-10-08;1948.56;1948.56;793.3512587495761;66.44817393555431;49.45321721810401;1108.4432108372398;92.83911314073599;6.359578943877622
1597;doh_29-03-12_29-03-12_29-03-12_29-03-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12;1938.1;1938.1;951.6068885532899;61.33020135079586;59.318015375579996;1329.5525575401596;85.68845711528;5.653660771934339
1598;bor_16-03-12_29-03-12_06-12-12;213.74;213.74;755.9015844425339;64.94486223305057;47.118807498086;1056.1198083805123;90.73873751362999;6.095056808359847
1599;sln_14-03-09_14-03-09_29-03-09_05-05-09_05-05-09_05-05-09;2759.52;2759.52;2674.5166162726077;49.49493027119933;166.71486899044802;3736.7430289548956;69.152621649168;4.062228135851561
1600;pcb_29-01-01_08-08-01_09-08-01;764.14;764.14;801.2191387589219;66.80782599720271;49.94365817648999;1119.435943397746;93.341606688746;7.040910830457331
1601;gee-a_16-01-01_16-01-01_16-01-01_16-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;6973.02;6973.02;2325.674628125244;50.960087138740846;144.96995045448;3249.3529492551897;71.19968865638401;4.641133493132454
1602;xlz-a_12-02-06_12-02-06_30-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06_02-02-06;2682.7;2682.7;1275.8466616484998;53.31838678690384;79.52936529245999;1782.5692650796802;74.49462416366;5.222664949611905
1603;cdz-e_29-02-06_31-02-06_31-02-06_31-02-06_02-02-06_02-02-06_02-02-06;274.6;274.6;871.9022113464201;59.5133464813259;54.349657804580005;1218.1919119183;83.1500097044;6.239095518248544
1604;zul_29-03-12_31-03-12_16-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;1000.64;1000.64;706.137674362592;65.54063909686762;44.016795031071986;986.5913773321279;91.57113654383998;5.63986242492903
1605;ftd_29-02-08_29-02-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08;3023.74;3023.74;675.888532442688;72.2358985331549;42.131227467428;944.3283124542978;100.925523790002;7.242024692448116
1606;bbo_31-03-12_29-03-12_10-12-12_10-12-12_10-12-12_10-12-12;3179.32;3179.32;1328.0121813806838;55.14241560791756;82.78108095514399;1855.453142890184;77.043094770332;5.364194605522648
1607;crb-b_30-02-08_29-02-08_07-10-08_06-10-08;152.08;304.16;528.890960480488;82.7272642302511;32.96819568628;738.9483384301682;115.58370063704801;7.741291414093598
1608;mtf_24-02-04_14-02-04_24-02-04_02-03-04_02-03-04;121.605;486.42;177.90658728854544;85.65707162771338;11.089732332574501;248.56499145653993;119.677127203854;9.442850667683105
1609;tfu_24-02-06_15-02-06_15-02-06_02-02-06_02-02-06_01-02-06;4444.98;4444.98;1318.36890431223;54.544402441941294;82.17997127118599;1841.9798860557057;76.207571239248;5.0855953731177435
1610;ukd_30-01-01_09-08-01_09-08-01_09-08-01;673.96;673.96;365.54434450766394;121.38407159956732;22.786053014927997;510.726040360508;169.59366813452;11.959991812058854
1611;bzd_30-03-12_30-03-12_30-03-12_30-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;1531.75;3063.5;495.50111467752504;75.40120522672913;30.886853704850004;692.29718931615;105.34798187787499;6.923782689703054
1612;mep_29-02-08_28-02-08_28-02-08_06-10-08_06-10-08_06-10-08_06-10-08;1271.98;1271.98;698.895399990632;70.16510049966907;43.565350997034;976.472719575544;98.03227565258199;5.9714037347460796
1613;fuf_25-08-01_25-08-01_04-01-01_04-01-01_04-01-01;4718.38;4718.38;1462.614057719922;55.292636906512556;91.17143261429199;2043.5142751127362;77.25297882288001;5.365440703006773
1614;ull_29-03-12_09-12-12_08-12-12_08-12-12;1851.48;1851.48;580.964813650656;78.85187129567743;36.21419746941601;811.7041428138599;110.169134335584;6.896497681654439
1615;rra_30-03-04_12-03-04_12-03-04_04-02-04_04-02-04_04-02-04;4194.9;4194.9;1054.60713827982;59.99637273230614;65.73849267888001;1473.4609791778803;83.82487743963;5.6957832608991765
1616;nat_29-03-12_29-03-12_07-12-12_06-12-12_06-12-12;674.22;674.22;700.565463450822;65.75229558153418;43.66945364557199;978.8060751517679;91.86685574444999;6.328606447844759
1617;isq_29-02-08_29-02-08_06-10-08_06-10-08_07-10-08;352.12;352.12;686.10789187408;68.76234306912295;42.768246990612;958.6064511698839;96.07239101064799;6.877103952506675
1618;fuf_24-01-01_24-01-01_06-08-01_07-08-01_06-08-01;4174.88;4174.88;1456.254389235824;53.87454087893312;90.775005333056;2034.6287637088797;75.271663600896;4.942091829128972
1619;ths-c3_16-03-12_07-12-12_07-12-12;143.46;143.46;475.05486098311195;106.20535268395798;29.612345049395998;663.7303837998719;148.386481832106;9.103833768768222
1620;srs-b_16-01-02_33-11-02_None;36.3825;291.06;452.13679625360396;113.89994514356074;28.183757121828002;631.7100485725838;159.13710291939077;10.08237550208068
1621;bor_13-05-09_29-03-09_None;151.86;151.86;801.4749326237401;65.50465562771336;49.95960299608801;1119.793329837378;91.52086167571203;5.747182011095707
1622;urn-a_11-01-01_11-01-01_11-01-01_30-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;4117.76;4117.76;1359.380100596224;55.81292377222355;84.73638695782401;1899.279325501568;77.979905818752;5.736572840196786
1623;tfa-c_12-02-06_30-02-06_None_None;41.65;166.6;257.53141068088;134.05892947769098;16.05311221892;359.81406799201505;187.302545497235;13.906317153090338
1624;umd_24-03-12_10-12-12_10-12-12_10-12-12_10-12-12;1575.0;1575.0;1274.34743982;55.381625947960686;79.43591187;1780.4746037924997;77.37731126999999;4.833997151685898
1625;bbz_29-03-12_29-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;1448.3;1448.3;784.8745751283501;63.65520404979982;48.92482663466999;1096.59987880142;88.93687126338001;5.1360836371802
1626;ism_29-03-09_29-03-09_29-03-09_29-03-09_29-03-09_02-05-09_02-05-09_02-05-09_02-05-09_02-05-09_02-05-09_02-05-09;2474.48;2474.48;913.997951835016;57.74720623335425;56.97367812219201;1277.006639098192;80.682419037496;5.860228629954057
1627;bcf_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08_06-10-08;1184.14;1184.14;915.1290668787219;62.574026400133086;57.044185696858;1278.5869942033582;87.426286876702;5.801642778863719
1628;cbd_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01_09-08-01;2111.12;2111.12;684.4537949652481;71.85736500093228;42.66513965304801;956.29540360112;100.39664966539998;6.473524494541607
1629;cbd_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_29-01-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01_08-08-01;1983.06;1983.06;803.2321462742818;67.13661134142008;50.06913811099201;1122.2484483741478;93.80097429676199;6.062869201010324
1630;ddc_29-01-01_16-01-01_06-08-01_06-08-01_06-08-01;744.2;744.2;1022.40451841366;59.73005631720733;63.731155867000005;1428.4685815348798;83.45278926859999;6.162592265548586
1631;ths-b-c+_16-03-12_12-03-12_09-12-12_09-12-12;376.62;376.62;439.9014402557579;99.723502883053;27.42107136149999;614.6152281786;139.330263259884;8.037327890610756
1632;tpy_16-03-12_16-03-12_16-03-12_06-12-12_06-12-12_06-12-12;816.26;816.26;1659.8967292677678;51.4698267918222;103.46896479612802;2319.150867921078;71.911879438824;4.4767429575307
1633;bel_30-02-06_30-02-06_01-02-06_02-02-06_02-02-06;128.64;128.64;686.36378597184;64.57556731116189;42.78419805715199;958.9639776324481;90.22277129452799;6.437156074278107
1634;fff_28-03-12_29-03-12_31-03-12_07-12-12_07-12-12;1849.74;1849.74;570.092791699044;72.40783558470315;35.53649457984;796.514126009508;101.16574830757799;7.06937620477648
1635;bbo_31-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01;1706.46;1706.46;1051.2083959288382;59.017447820470124;65.526633474582;1468.7123728864024;82.457157083028;5.541946926456673
1636;fvf_30-03-09_30-03-09_04-05-09_04-05-09_04-05-09_04-05-09;3716.2;3716.2;1023.6042532761999;59.836636830429434;63.805940660699996;1430.1448101516798;83.60169992072001;5.428846177308441
1637;dia-f_16-01-01_06-08-01_07-08-01;762.84;762.84;1500.036275281284;53.41598611114145;93.504130614648;2095.799315939784;74.630986594632;5.026623961810586
1638;fvr_29-03-12_29-03-12_08-12-12_08-12-12_08-12-12_08-12-12_08-12-12;2529.16;2529.16;744.6566135829519;67.0193485411001;46.417856844099994;1040.4087200657639;93.63713873403998;6.479863763967666
1639;sln_16-01-01_16-01-01_29-01-01_10-08-01_10-08-01_10-08-01;781.4;781.4;1232.7512467102;57.054308386009204;76.8430307172;1722.35782703448;79.71432588442;5.561435204618734
1640;lon-b_30-03-12_29-03-12_07-12-12_06-12-12;79.455;317.82;472.35276221017347;84.26477092968499;29.443910863625998;659.9551039302839;117.7318523477115;7.504697607442183
1641;zxd_33-11-02_33-11-02_01-01-02_01-01-02_01-01-02;28.48;85.44;48.91953960048;47.23440574245832;3.0493789358079995;68.348705510496;65.994294190432;21.454976393399697
1642;ssd-e_29-02-08_31-02-08_08-10-08_08-10-08_08-10-08_08-10-08;1765.72;1765.72;878.550540154716;64.54954290065604;54.764078603739996;1227.480729361832;90.18641088732;5.663704561855156
1643;bzd_28-03-12_28-03-12_28-03-12_28-03-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12;3971.26;3971.26;1404.6676151183542;54.57059907504763;87.559365462206;1962.5534898538376;76.244172290628;5.496822452428707
1644;ofp_12-02-06_29-02-06_29-02-06_03-02-06_04-02-06;891.8;891.8;1488.58954919402;53.743688668169426;92.79060372763999;2079.8063422991404;75.08884138756001;5.052215259174236
1645;bcm_29-01-01_29-01-01_06-08-01_07-08-01_06-08-01;154.02;154.02;622.803456977046;76.80281033021932;38.82219166817401;870.15966256596;107.30625652825198;7.944752698177367
1646;gcd_29-03-12_29-03-12_29-03-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12_10-12-12;5044.22;5044.22;1754.3372910832682;52.36193033284778;109.35587744735;2451.099986896936;73.158295958864;5.01916897802683
1647;dnr-a_23-08-01_23-08-01_23-08-01_23-08-01_01-01-01_01-01-01_01-01-01_01-01-01_01-01-01_01-01-01_01-01-01_01-01-01;5788.68;5788.68;2627.655672167568;49.91268436240894;163.793811436632;3671.2705232320677;69.736293372084;4.673190520476341
1648;sdt_29-02-08_29-02-08_08-10-08_08-10-08_08-10-08;2496.76;2496.76;744.246072670044;70.58079006490338;46.39226610082398;1039.8351263860561;98.6130628735;7.206120416745936
1649;srs-a_23-10-08_02-02-08_01-02-08;1996.1;1996.1;2544.1084526438494;49.63690976939711;158.58593083368;3554.5412086921297;69.35099054606;4.794362268317945
1650;dia-b3++_28-03-12_28-03-12_29-03-12_08-12-12_08-12-12;159.66;159.66;639.70965382518;71.26073078051414;39.87603234261;893.7804218556241;99.56305276605;6.930715648893857
1651;tfa-c_12-02-06_29-02-06_04-02-06_01-02-06;280.3;280.3;692.3254922623502;70.0346340259509;43.15581850087;967.2934695072202;97.84999236595999;6.575185396461199
1652;bey_16-03-12_31-03-12_06-12-12_06-12-12_06-12-12;68.365;546.92;103.844969500514;89.73706282660247;6.473132518522999;145.08863528069898;125.37755119226698;18.91349663903918
1653;sdt_29-03-12_29-03-12_07-12-12_06-12-12_07-12-12;1809.9;1809.9;609.16447954737;71.53809592850126;37.972011673889995;851.1037503462899;99.95057785152001;6.483477833101206
1654;tpy_16-03-09_16-03-09_16-03-09_04-05-09_04-05-09_04-05-09;2695.44;2695.44;4119.155725390992;47.670713683980054;256.76584053093603;5755.143321451128;66.603888703704;4.227441071038349
1655;itv_29-03-12_29-03-12_08-12-12_08-12-12;407.26;407.26;539.590154758522;87.63957701134896;33.635125439663994;753.89688629878;122.44701583735599;7.820814518389757
1656;xlz-a_16-02-08_16-02-08_28-02-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08_09-10-08;5561.0;5561.0;1577.5373090905;53.28706474598647;98.33512518520001;2204.0811064239;74.4508620789;5.053019420571167
1657;tfm_31-02-06_29-02-06_16-02-06_None_None;480.94;480.94;739.8604240039818;65.78034367806735;46.118888497192;1033.7076483524002;91.90604357951399;5.541803329048919
1658;sdt_29-03-12_29-03-12_07-12-12_07-12-12_06-12-12;1827.02;1827.02;606.361494443328;72.1865996498974;37.797288908496;847.1875156139461;100.856645051578;6.969077330645592
1659;unp_29-01-01_09-08-01_08-08-01_09-08-01;914.74;914.74;763.019710437092;66.81154707557579;47.562512864093996;1066.065010284628;93.34680565388601;6.315035129039618
1660;xca_30-03-09_12-03-09_02-05-09_02-05-09_02-05-09_02-05-09;279.26;279.26;570.996431690414;63.68758467530216;35.592822527012004;797.776660925888;88.982112365012;6.014390968096625
1661;uns_24-02-08_09-10-08_09-10-08_09-10-08;2339.94;2339.94;745.00406079195;68.23416820230719;46.43951484867599;1040.894161393752;95.334443162418;6.319984346069134
1662;twt-b_16-01-01_16-01-01_09-08-01_08-08-01;228.12;228.12;781.70163086304;66.11645855299011;48.72704254036801;1092.166749740208;92.37565177192799;6.238316434560048
1663;bzd_28-02-06_28-02-06_29-02-06_28-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06_03-02-06;5578.64;5578.64;2216.9820238254642;50.454605698415214;138.19464244846395;3097.4913643246164;70.49344729082401;4.135794806712417
1664;ftv_29-02-04_28-02-04_03-03-04_03-03-04_03-03-04_03-03-04;3693.1;3693.1;1674.95111856285;52.74183789590114;104.40737379886001;2340.1843451936097;73.68908979662;4.97153548424305
1665;bao_29-03-12_29-03-12_07-12-12_06-12-12_06-12-12;311.0;311.0;651.0367097793;66.82789407441342;40.5820996193;909.6061965681;93.36964512230003;6.96661533450234
1666;fuf_24-02-08_24-02-08_07-10-08_07-10-08_06-10-08;4054.56;4054.56;1398.44274238968;54.1389077835995;87.17134032844801;1953.8563111103037;75.64102801152;4.6949601528515466
1667;ula_30-04-05_01-02-05_01-02-05_01-02-05;1428.12;1428.12;422.695646382276;92.4225256360018;26.348555367468002;590.5758821729041;129.12958786608;8.365598449534147
1668;bcv_28-02-04_29-02-04_02-03-04_02-03-04_02-03-04;4481.62;4481.62;816.848629734852;59.82394420343423;50.917915770436;1141.2729330259401;83.583966209744;5.2330785982982455
1669;cfc_29-03-12_29-03-12_07-12-12_06-12-12_06-12-12;229.41;917.64;599.20203175344;71.72475047073922;37.351006746471;837.1845594580591;100.211365187415;6.814919893668081
1670;bpu_16-02-08_16-02-08_06-10-08_06-10-08_06-10-08_06-10-08;2107.92;2107.92;979.5702626890799;60.84195920416286;61.061100509136;1368.6220261219203;85.00630189675199;5.390479553046282
1671;dia-b_29-02-04_30-02-04_04-03-04;275.66;275.66;746.090071251448;68.40636841519782;46.507210951123994;1042.411498158646;95.57503541586;6.634976828596369
1672;twt-b_23-12-12_11-03-12_None_None;38.65;309.2;387.443652554745;143.07977545219327;24.151137204075;541.32300357392;199.90616258068496;12.172538418588914
1673;krr_24-01-01_24-01-01_10-08-01_10-08-01_10-08-01_10-08-01;155.87;623.48;221.22037609200098;95.70247826886651;13.789679146958;309.081533917299;133.712225363574;10.021747630868804
1674;che_30-03-04_30-03-04_30-03-04_02-02-04_02-02-04_02-02-04_02-02-04_02-02-04;1939.04;1939.04;381.51338383774396;95.6173620901713;23.781476494383995;533.0374353234561;133.59330398384;8.614769411226924
1675;fgl_25-08-01_29-01-01_None_None;665.86;665.86;587.463551755002;83.67442548541189;36.619293508927996;820.783957179524;116.90704190833202;7.973774725929322
1676;odh_2_03-02-04_4_30-03-04;2801.0;2801.0;723.6554375005002;69.19430734012514;45.1087574389;1011.0665962164001;96.67591670639999;6.64128622059477
1677;bbp_31-02-08_29-02-08_10-10-08_10-10-08_10-10-08;1399.56;1399.56;1471.671779532744;54.25971495505545;91.73604176846402;2056.1694139440124;75.809815647432;5.339849271082479
1678;cry_16-02-05_16-02-05_16-02-05_01-04-05_01-04-05_01-04-05;273.515;1094.06;276.58341065929756;78.48195032593603;17.240710621491502;386.4328699103619;109.652293419625;7.993893331531897
1679;ddc_29-03-12_16-03-12_10-12-12_10-12-12_10-12-12;1408.18;1408.18;1310.2852277246361;55.85430849660984;81.676078839884;1830.6856503525842;78.03772713875;4.794102335655334
1680;bbf_31-01-01_29-01-01_07-08-01_06-08-01;152.42;152.42;592.413387184924;76.92357684679868;36.927839443218005;827.6996977303899;107.47498736817198;6.950081006362986
1681;ths-c3_18-10-08_04-02-08_03-02-08;19.793888999999997;1425.1600079999998;63.54703689340226;68.76731979834557;3.961177830814528;88.78574381528423;96.07934432444864;21.58567683701322
1682;asn_15-03-12_15-03-12_15-03-12_15-03-12_29-03-12_29-03-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12_09-12-12;1970.82;1970.82;999.899870096034;58.64350843494191;62.328337991766006;1397.0258576495821;81.93470178072599;4.906024925513712
1683;sln_14-02-08_14-02-08_29-02-08_10-10-08_10-10-08_10-10-08;884.8;884.8;1333.6709318004798;56.365868966212965;83.13381684608001;1863.3593551832;78.7524619056;5.154381419941035
1684;odi_2_06-12-12_4_29-03-12;2925.52;2925.52;604.8382777124481;70.81842685934339;37.702339719304;845.0593295663999;98.94508090500798;6.586561090602103
1685;fvl_29-03-12_28-03-12_10-12-12_10-12-12_10-12-12_10-12-12;2244.76;2244.76;1049.724576790624;58.56983802051443;65.43414028261599;1466.6392316500676;81.831772001476;5.574267941379601
1686;mep_28-02-08_29-02-08_29-02-08_06-10-08_06-10-08_06-10-08_06-10-08;1341.82;1341.82;723.7218801028979;69.12918188335703;45.112899093234;1011.1594273877778;96.58492563334201;6.550649961052455
1687;pcb-b_29-03-12_30-03-12_08-12-12_08-12-12;550.84;550.84;607.672222170424;76.25371162117601;37.87899249180799;849.0188194738839;106.53907461802002;7.059086005381679
1688;tpy_16-02-06_16-02-06_16-02-06_None_None_None;429.39;858.78;1521.578359635984;53.88905786738829;94.84694738941502;2125.897178553135;75.29194625413498;5.075936806087674
1689;tdd_29-01-01_29-01-01_29-01-01_29-01-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01_06-08-01;5047.46;5047.46;1478.782956117852;54.521535073871156;92.17931396190001;2066.104906562026;76.17562175935801;5.701387577763797
1690;ofp_18-12-12_29-03-12_28-03-12_None_None;174.36;174.36;515.9643258735961;95.57874546829265;32.162419341384;720.887687231376;133.539350133276;8.301916063891777
1691;odk_2_06-12-12_4_29-03-12;2901.08;2901.08;588.251081241096;72.13492454790213;36.668383718148;821.884266600852;100.784446385168;6.784456041159113
1692;mgz-x-d_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_29-03-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12_06-12-12;2101.02;2101.02;651.564842480574;67.93388859883507;40.61502057853201;910.344085254498;94.91490277290599;6.1626131848959185
1693;pbz-l_34-11-10_34-11-10_34-11-10_04-06-10_04-06-10_03-06-10_03-06-10;1711.66;1711.66;1127.1089510472877;60.28890842256946;70.25786255301401;1574.758029221758;84.23359828989;5.252101483198812
1694;icf_29-02-06_29-02-06_04-02-06_03-02-06_03-02-06_03-02-06;2498.78;2498.78;958.74634210389;60.83226412776869;59.76305014236999;1339.52755764567;84.99275628453601;5.1489968339165495
1695;bpt_34-11-10_34-11-10_02-06-10_01-06-10_01-06-10_01-06-10;10.9975;175.96;72.00284950911974;72.81484259058394;4.48826735525275;100.59991563875148;101.73440456594601;15.755956927055268
1696;fgl_24-02-06_29-02-06_None_None;987.06;987.06;758.78313473295;65.87516267358177;47.29842770058001;1060.145811811224;92.038521435192;6.362767319826521
1697;srs-c3_34-11-10_01-06-10_01-06-10;74.115;592.92;257.7633545981745;145.2856614169119;16.0675703491185;360.1381320961246;202.9881509130825;16.545979966100912
1698;xik_29-02-06_31-02-06_04-02-06_03-02-06_03-02-06;4711.26;4711.26;1445.4704892428222;53.806064629901265;90.102795205014;2019.561868505628;75.175990952136;5.296981739809258
1699;jsd_31-01-01_29-01-01_29-01-01_10-08-01_10-08-01_10-08-01_10-08-01;687.42;687.42;925.0576403331778;62.860994308469984;57.663079121051986;1292.4588570912179;87.82722861494402;6.520539991777796
1700;thj_29-05-09_31-05-09_01-03-09_01-03-09_01-03-09;327.64;327.64;865.77758743412;60.534861747989545;53.967881942736;1209.63479712826;84.577235854224;5.523199212852794
1701;edi_29-03-12_29-03-12_08-12-12_09-12-12_09-12-12;248.38;248.38;696.8141078150343;66.71441134229285;43.435614468598;973.5648094513658;93.21109093181602;6.27480367841082
1702;ofp_22-10-08_29-02-08_28-02-08_None_None;321.18;321.18;666.7058432909761;77.53014797184588;41.558828449404;931.498573294632;108.32246777170799;6.434963438581114
1703;mep_29-02-06_29-02-06_29-02-06_03-02-06_03-02-06_04-02-06_04-02-06;3664.86;3664.86;1395.749955703464;54.92857845887187;87.00348687606;1950.094041703722;76.74432883497;5.142574585813586
1704;hca_11-02-06_01-02-06_01-02-06;53.135999999999996;265.68;202.16063588604476;69.96795848828654;12.601598252572801;282.4519175886672;97.7568355885104;8.19923490673285
1705;icf_29-02-06_29-02-06_04-02-06_04-02-06_03-02-06_03-02-06;2535.32;2535.32;934.125879536648;61.88095758015655;58.228344058775996;1305.128690330028;86.457954856168;5.456390115912891
1706;fuo_29-04-05_29-04-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05_03-02-05;5775.98;5775.98;1578.781392664098;52.799067969222406;98.412674409112;2205.8192972151;73.76904968771801;5.0539768600222645
1707;srs-a_20-08-01_02-01-01_01-01-01;3747.4;3747.4;3884.0246128791996;48.2345517512554;242.10904151595997;5426.6261831053;67.3916639446;4.512927893070974
1708;iac-d_16-02-06_11-02-06_29-02-06_02-02-06_01-02-06;3248.56;3248.56;1146.9253279187758;55.91912375721825;71.49310813708;1602.4447922651837;78.128284790248;5.133728829424607
1709;ubo_24-02-08_30-02-08_09-10-08_08-10-08;1208.58;1208.58;578.048638586088;79.25425600637219;36.032418844686;807.62976286575;110.73133247245802;7.497279730384049
1710;etk_11-02-04_12-02-04_02-03-04_02-03-04_02-03-04;4037.28;4037.28;610.742260797552;65.80680025221005;38.070362228496;853.3081721923201;91.94300778811197;6.87331409676903
1711;sdt_29-03-12_29-03-12_06-12-12_06-12-12_07-12-12;1797.38;1797.38;622.5378227562001;71.06981271597698;38.805633529442;869.7885277196701;99.296308606378;6.22929049848658
1712;wut_29-02-08_29-02-08_08-10-08_09-10-08_08-10-08;692.92;692.92;563.273637489376;85.8519277183474;35.111425425332;786.9866373585079;119.94937346430001;7.677163835609036
1713;ths-b-c+_11-01-01_11-01-01_09-08-01_09-08-01;172.9;691.6;259.06753437655993;112.9806286635624;16.148865844019998;361.96028741054005;157.85266541135002;13.250829570353835
1714;ssd-e_29-02-08_31-02-08_07-10-08_07-10-08_07-10-08_07-10-08;1219.42;1219.42;772.4841571238262;65.09153951614739;48.152475251300004;1079.288411090548;90.943669992392;5.943440845831182
1715;pcu-h_16-03-12_06-12-12_07-12-12;612.84;612.84;945.7515160348439;57.98911768367072;58.953023164116004;1321.37163153756;81.02040942673199;5.552352123668778
1716;bpu_12-02-06_12-02-06_02-02-06_02-02-06_01-02-06_01-02-06;1266.64;1266.64;614.394838406176;67.21306732410008;38.298043948415994;858.411428559984;93.90779598547999;6.267533753119663
1717;sdt_29-03-12_29-03-12_09-12-12_08-12-12_09-12-12;2695.98;2695.98;630.28320120591;73.2738243537106;39.28843835658;880.6101051204241;102.37567817647799;6.745055950110666
1718;ths-b-c_14-01-01_19-08-01_None_None;51.22;204.88;563.519540789218;101.02281958428331;35.126753675130004;787.3302050022239;141.14562405733403;8.355187991625654
1719;tfp-a_36-11-11_36-11-11_36-11-11_36-11-11_04-07-11_04-07-11_04-07-11_04-07-11_04-07-11_04-07-11_04-07-11;1736.24;1736.24;2047.7782829615765;51.25478229270837;127.64739840881599;2861.0856919282883;71.611426627928;4.7511174405815035
1720;ths-c3_19-12-12_01-03-12_02-03-12;27.6544;691.36;84.72838487625984;84.52225545979614;5.281508251066881;118.37959787761663;118.09160091570881;22.151916226170435
1721;mtf_24-01-01_32-01-01_24-01-01_07-08-01_07-08-01;218.82000019999998;656.4600006;321.54005442103744;118.27934630186195;20.043064112701224;449.2447530903927;165.25585224755272;11.865963108133503
1722;abr_29-02-08_29-02-08_29-02-08_09-10-08_09-10-08_09-10-08;624.6;624.6;638.2407821835601;74.5186404195667;39.784470820020005;891.7281646763399;104.114892546;6.756408305248138
1723;twt-c_21-10-08_02-02-08_02-02-08;170.68;341.36;524.1059869933281;96.16695778706838;32.669926372212;732.2629373244159;134.361180238928;8.759426485764156
1724;bor_20-10-08_30-02-08_None;77.25;618.0;523.72435376625;95.59874763715496;32.646137424075;731.729732451675;133.56729647609998;8.904580156819366
1725;nkb_16-02-08_31-02-08_29-02-08_06-10-08_06-10-08_06-10-08;682.64;682.64;852.5831481311201;63.674461684507385;53.14541211397601;1191.199978310216;88.96377736736;6.254997634966257
1726;tfp-a_17-12-12_17-12-12_17-12-12_17-12-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12_02-03-12;1486.7;1486.7;1313.89823720455;51.39012899188768;81.90129427405;1835.7336233285303;71.80052840188999;5.103071313833039
1727;tfu_30-02-06_16-02-06_12-02-06_03-02-06_03-02-06_03-02-06;3169.94;3169.94;1249.7528235916939;55.86869973931064;77.90281672482799;1746.1118479978381;78.05783408169;4.71490566425969
1728;tfi_30-02-08_12-02-08_07-10-08_07-10-08;76.22;304.88;466.98287894568807;92.21657185193747;29.109181442386003;652.45248691157;128.84183628979198;7.523854383947591
1729;cry_34-11-10_34-11-10_34-11-10_01-06-10_01-06-10_02-06-10;28.095;112.38;63.40410359872501;66.43250625482138;3.952268142585;88.58604231298949;92.81722279827149;10.145505496246079
1730;ins_29-02-06_16-02-06_04-02-06_03-02-06_03-02-06;657.38;657.38;1746.2428685962361;52.07734230454522;108.85131508507;2439.7907369879917;72.760679311304;4.976601599677705
1731;edi-c_29-02-04_28-02-04_01-03-04_01-03-04_01-03-04;211.98;211.98;576.828796301988;77.79692865144499;35.95638051459;805.92544104663;108.69520460393998;7.418472274745175
1732;fff_29-01-01_29-01-01_31-01-01_08-08-01_08-08-01;2599.56;2599.56;725.1263747953561;71.34831612361855;45.20044765875599;1013.1217395089401;99.68542402363201;5.902290396776872
